file_paths,targets
../PCB_imgs/all/resize/OK\ok_439.bmp.png,OK
../PCB_imgs/all/resize/NG\lvh (23).bmp.png,lvh
../PCB_imgs/all/resize/NG\dust (72).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_457.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_709.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_401.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2308.bmp.png,Dust_
../PCB_imgs/all/resize/NG\open (28).bmp.png,open
../PCB_imgs/all/resize/OK\ok_802.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (145).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_455.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1029.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (595).bmp.png,miboo
../PCB_imgs/all/resize/NG\open (14).bmp.png,open
../PCB_imgs/all/resize/NG\miboo (1223).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_743.bmp.png,OK
../PCB_imgs/all/resize/NG\miboosik (16).bmp.png,miboosik
../PCB_imgs/all/resize/NG\miboosik (30).bmp.png,miboosik
../PCB_imgs/all/resize/OK\ok_1271.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (337).bmp.png,OK
../PCB_imgs/all/resize/NG\Scratch_2506.bmp.png,Scratch_
../PCB_imgs/all/resize/NG\Nick_2143.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok (499).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1471).bmp.png,miboo
../PCB_imgs/all/resize/NG\milchack1 (1).bmp.png,milchack
../PCB_imgs/all/resize/NG\Open_2164.bmp.png,Open_
../PCB_imgs/all/resize/NG\eemool1 (34).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (218).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_855.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (262).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (121).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_60.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_75.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (225).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_154.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (147).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_403.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_150.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_149.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_967.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2227.bmp.png,Short_
../PCB_imgs/all/resize/NG\eemool (150).bmp.png,eemool
../PCB_imgs/all/resize/NG\Nick_Dust_2371.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/NG\dust (58).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_412.bmp.png,OK
../PCB_imgs/all/resize/NG\short_2756.bmp.png,short_
../PCB_imgs/all/resize/NG\miboo (1).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (54).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (518).bmp.png,miboo
../PCB_imgs/all/resize/NG\nick (29).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_662.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (142).bmp.png,dust
../PCB_imgs/all/resize/NG\Dust_Nick_2070.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok_898.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_628.bmp.png,OK
../PCB_imgs/all/resize/NG\scratch (1).bmp.png,scratch
../PCB_imgs/all/resize/OK\ok_789.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (16).bmp.png,eemool
../PCB_imgs/all/resize/NG\Short_2213.bmp.png,Short_
../PCB_imgs/all/resize/NG\lvh (30).bmp.png,lvh
../PCB_imgs/all/resize/NG\Nick_2429.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Nick_2152.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Dust_1963.bmp.png,Dust_
../PCB_imgs/all/resize/NG\dust (5).bmp.png,dust
../PCB_imgs/all/resize/NG\dust (151).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_162.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2739.bmp.png,Dust_
../PCB_imgs/all/resize/NG\dust (7).bmp.png,dust
../PCB_imgs/all/resize/NG\miboo (238).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_931.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1425).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2648.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_414.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (488).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2249.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_316.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1295).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_88.bmp.png,OK
../PCB_imgs/all/resize/NG\lvh (8).bmp.png,lvh
../PCB_imgs/all/resize/OK\ok_11.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (442).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1475.bmp.png,OK
../PCB_imgs/all/resize/NG\milchack (11).bmp.png,milchack
../PCB_imgs/all/resize/NG\eemool (214).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (487).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2647.bmp.png,Dust_
../PCB_imgs/all/resize/NG\miboo (1026).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (1341).bmp.png,miboo
../PCB_imgs/all/resize/NG\dust (2).bmp.png,dust
../PCB_imgs/all/resize/OK\ok (4).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_285.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_45.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_237.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_159.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_Dust_2366.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/OK\ok_318.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1125).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (192).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_822.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (294).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_674.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_69.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_386.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_208.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_207.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2204.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_147.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1390).bmp.png,miboo
../PCB_imgs/all/resize/NG\open (8).bmp.png,open
../PCB_imgs/all/resize/NG\Nick_2339.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_57.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_641.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1761).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_678.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_454.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_405.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2564.bmp.png,Short_
../PCB_imgs/all/resize/NG\Dust_1994.bmp.png,Dust_
../PCB_imgs/all/resize/NG\eemool1 (57).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (241).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_239.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_171.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_22.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Open_2385.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok_485.bmp.png,OK
../PCB_imgs/all/resize/NG\Open_2388.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok_606.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (163).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (85).bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2673.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Short_2229.bmp.png,Short_
../PCB_imgs/all/resize/NG\Short_2523.bmp.png,Short_
../PCB_imgs/all/resize/NG\miboo (494).bmp.png,miboo
../PCB_imgs/all/resize/NG\nick (18).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_399.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_1981.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_460.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1335.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (359).bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2710.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Short_2568.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok (424).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (3).bmp.png,eemool
../PCB_imgs/all/resize/NG\Short_103.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok (456).bmp.png,OK
../PCB_imgs/all/resize/NG\lvh (17).bmp.png,lvh
../PCB_imgs/all/resize/OK\ok_157.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2194.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_640.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (111).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (47).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (539).bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2352.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Nick_2747.bmp.png,Nick_
../PCB_imgs/all/resize/NG\Short_84.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok (225).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_338.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_310.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (141).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1482.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (91).bmp.png,OK
../PCB_imgs/all/resize/NG\dust (190).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_382.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (71).bmp.png,dust
../PCB_imgs/all/resize/NG\Short_88.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_526.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1248).bmp.png,miboo
../PCB_imgs/all/resize/NG\short (12).bmp.png,short
../PCB_imgs/all/resize/NG\miboo (592).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_Nick_2119.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\eemool (99).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (1254).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2672.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (199).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_571.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (42).bmp.png,nick
../PCB_imgs/all/resize/NG\miboo (1108).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_994.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool1 (63).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool (147).bmp.png,eemool
../PCB_imgs/all/resize/NG\Open_2492.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok (376).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool1 (27).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (518).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1281.bmp.png,OK
../PCB_imgs/all/resize/NG\Open_2484.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok_1356.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_795.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (405).bmp.png,OK
../PCB_imgs/all/resize/NG\short (86).bmp.png,short
../PCB_imgs/all/resize/NG\Dust_Nick_2098.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\miboo (1554).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (381).bmp.png,OK
../PCB_imgs/all/resize/NG\dust (14).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_757.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1274.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2315.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_1973.bmp.png,Dust_
../PCB_imgs/all/resize/NG\miboo (1858).bmp.png,miboo
../PCB_imgs/all/resize/NG\dust (98).bmp.png,dust
../PCB_imgs/all/resize/NG\miboo (1606).bmp.png,miboo
../PCB_imgs/all/resize/NG\miboo (334).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_392.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (982).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2058.bmp.png,Dust_
../PCB_imgs/all/resize/NG\dust (154).bmp.png,dust
../PCB_imgs/all/resize/OK\ok (576).bmp.png,OK
../PCB_imgs/all/resize/NG\nick (75).bmp.png,nick
../PCB_imgs/all/resize/NG\miboo (430).bmp.png,miboo
../PCB_imgs/all/resize/NG\dust (39).bmp.png,dust
../PCB_imgs/all/resize/NG\Dust_2314.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_667.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (224).bmp.png,dust
../PCB_imgs/all/resize/NG\dust (35).bmp.png,dust
../PCB_imgs/all/resize/NG\eemool (130).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (1203).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_480.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool1 (44).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool (152).bmp.png,eemool
../PCB_imgs/all/resize/NG\Open_2166.bmp.png,Open_
../PCB_imgs/all/resize/OK\ok (276).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_466.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (476).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (176).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1219.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1048.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_436.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_664.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_Nick_2087.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok (545).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2400.bmp.png,Short_
../PCB_imgs/all/resize/NG\Nick_2470.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_1080.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (145).bmp.png,nick
../PCB_imgs/all/resize/NG\Scratch_2398.bmp.png,Scratch_
../PCB_imgs/all/resize/OK\ok_416.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (146).bmp.png,miboo
../PCB_imgs/all/resize/NG\dust (16).bmp.png,dust
../PCB_imgs/all/resize/NG\nick (80).bmp.png,nick
../PCB_imgs/all/resize/NG\miboo (841).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_933.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1303).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (200).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2520.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_1086.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (260).bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_1980.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_Nick_2111.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\eemool1 (48).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_2037.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (115).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_870.bmp.png,OK
../PCB_imgs/all/resize/NG\Scratch_2501.bmp.png,Scratch_
../PCB_imgs/all/resize/NG\nick (112).bmp.png,nick
../PCB_imgs/all/resize/NG\Dust_2002.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_330.bmp.png,OK
../PCB_imgs/all/resize/NG\lvh (21).bmp.png,lvh
../PCB_imgs/all/resize/OK\ok (623).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_129.bmp.png,OK
../PCB_imgs/all/resize/NG\Open_2382.bmp.png,Open_
../PCB_imgs/all/resize/NG\Short_2556.bmp.png,Short_
../PCB_imgs/all/resize/NG\eemool (46).bmp.png,eemool
../PCB_imgs/all/resize/NG\Short_2203.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_59.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (436).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_563.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2699.bmp.png,Dust_
../PCB_imgs/all/resize/NG\eemool (84).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_158.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_355.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (79).bmp.png,nick
../PCB_imgs/all/resize/OK\ok (123).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (291).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_820.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2006.bmp.png,Dust_
../PCB_imgs/all/resize/NG\open (9).bmp.png,open
../PCB_imgs/all/resize/NG\miboo (1154).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_794.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (594).bmp.png,miboo
../PCB_imgs/all/resize/NG\lvh (24).bmp.png,lvh
../PCB_imgs/all/resize/NG\Nick_Dust_2362.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/OK\ok_752.bmp.png,OK
../PCB_imgs/all/resize/NG\nick (33).bmp.png,nick
../PCB_imgs/all/resize/OK\ok (53).bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_2744.bmp.png,Nick_
../PCB_imgs/all/resize/NG\miboo (214).bmp.png,miboo
../PCB_imgs/all/resize/NG\Short_2233.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_1381.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (86).bmp.png,eemool
../PCB_imgs/all/resize/NG\Nick_2444.bmp.png,Nick_
../PCB_imgs/all/resize/NG\short (33).bmp.png,short
../PCB_imgs/all/resize/NG\Dust_2316.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_1304.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1800).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2658.bmp.png,Dust_
../PCB_imgs/all/resize/NG\eemool (236).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_944.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_1341.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_125.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_1978.bmp.png,Dust_
../PCB_imgs/all/resize/NG\miboo (1497).bmp.png,miboo
../PCB_imgs/all/resize/NG\Pinhole_2752.bmp.png,Pinhole_
../PCB_imgs/all/resize/NG\Dust_2302.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Short_2403.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_48.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (134).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_388.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (161).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2188.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_974.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (16).bmp.png,OK
../PCB_imgs/all/resize/NG\short_2755.bmp.png,short_
../PCB_imgs/all/resize/NG\eemool (159).bmp.png,eemool
../PCB_imgs/all/resize/NG\eemool1 (17).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_435.bmp.png,OK
../PCB_imgs/all/resize/NG\Nick_Dust_2375.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/NG\miboo (1570).bmp.png,miboo
../PCB_imgs/all/resize/NG\open (29).bmp.png,open
../PCB_imgs/all/resize/OK\ok_369.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (186).bmp.png,eemool
../PCB_imgs/all/resize/NG\miboo (574).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_Nick_2060.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/OK\ok (137).bmp.png,OK
../PCB_imgs/all/resize/NG\nick (98).bmp.png,nick
../PCB_imgs/all/resize/OK\ok (116).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (718).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_507.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2734.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (611).bmp.png,OK
../PCB_imgs/all/resize/OK\ok_750.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_417.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2716.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (320).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (240).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2539.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok (126).bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2724.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Short_2183.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_264.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (6).bmp.png,OK
../PCB_imgs/all/resize/NG\short (32).bmp.png,short
../PCB_imgs/all/resize/OK\ok_107.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_67.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (227).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_305.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (85).bmp.png,eemool
../PCB_imgs/all/resize/NG\Open_57.bmp.png,Open_
../PCB_imgs/all/resize/NG\Nick_Dust_2377.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/NG\miboo (1178).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (182).bmp.png,eemool
../PCB_imgs/all/resize/NG\nick (76).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_331.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_259.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (114).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_161.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_247.bmp.png,OK
../PCB_imgs/all/resize/NG\Short_60.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok (159).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1029).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (409).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (876).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok (74).bmp.png,OK
../PCB_imgs/all/resize/OK\ok (536).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (67).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_1522.bmp.png,OK
../PCB_imgs/all/resize/NG\dust (207).bmp.png,dust
../PCB_imgs/all/resize/NG\Dust_2706.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Short_101.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_15.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_803.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_283.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_884.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2683.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Dust_2654.bmp.png,Dust_
../PCB_imgs/all/resize/NG\dust (174).bmp.png,dust
../PCB_imgs/all/resize/NG\eemool (2).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_936.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (157).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_1443.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (725).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_626.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2677.bmp.png,Dust_
../PCB_imgs/all/resize/NG\miboo (1051).bmp.png,miboo
../PCB_imgs/all/resize/NG\nick (21).bmp.png,nick
../PCB_imgs/all/resize/OK\ok_737.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_210.bmp.png,OK
../PCB_imgs/all/resize/NG\miboosik (23).bmp.png,miboosik
../PCB_imgs/all/resize/NG\dust (122).bmp.png,dust
../PCB_imgs/all/resize/NG\dust (105).bmp.png,dust
../PCB_imgs/all/resize/NG\Nick_Dust_2364.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/NG\Dust_Nick_2068.bmp.png,Dust_Nick_
../PCB_imgs/all/resize/NG\eemool (226).bmp.png,eemool
../PCB_imgs/all/resize/NG\Open_2389.bmp.png,Open_
../PCB_imgs/all/resize/NG\nick (149).bmp.png,nick
../PCB_imgs/all/resize/NG\nick (45).bmp.png,nick
../PCB_imgs/all/resize/NG\Dust_1993.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok (333).bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_2664.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_927.bmp.png,OK
../PCB_imgs/all/resize/OK\ok_160.bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (94).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok_10.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_1979.bmp.png,Dust_
../PCB_imgs/all/resize/OK\ok_156.bmp.png,OK
../PCB_imgs/all/resize/NG\Open_2392.bmp.png,Open_
../PCB_imgs/all/resize/NG\Short_2401.bmp.png,Short_
../PCB_imgs/all/resize/NG\dust (129).bmp.png,dust
../PCB_imgs/all/resize/NG\dust (114).bmp.png,dust
../PCB_imgs/all/resize/OK\ok_121.bmp.png,OK
../PCB_imgs/all/resize/NG\Dust_13.bmp.png,Dust_
../PCB_imgs/all/resize/NG\eemool (33).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (8).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (435).bmp.png,miboo
../PCB_imgs/all/resize/NG\Dust_2665.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Nick_2448.bmp.png,Nick_
../PCB_imgs/all/resize/OK\ok_1840.bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (720).bmp.png,miboo
../PCB_imgs/all/resize/OK\ok_1295.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (525).bmp.png,OK
../PCB_imgs/all/resize/NG\miboo (1123).bmp.png,miboo
../PCB_imgs/all/resize/NG\eemool (244).bmp.png,eemool
../PCB_imgs/all/resize/NG\Dust_1987.bmp.png,Dust_
../PCB_imgs/all/resize/NG\Nick_Dust_2369.bmp.png,Nick_Dust_
../PCB_imgs/all/resize/OK\ok (570).bmp.png,OK
../PCB_imgs/all/resize/NG\Short_2517.bmp.png,Short_
../PCB_imgs/all/resize/OK\ok_928.bmp.png,OK
../PCB_imgs/all/resize/OK\ok (538).bmp.png,OK
../PCB_imgs/all/resize/NG\eemool (30).bmp.png,eemool
../PCB_imgs/all/resize/OK\ok (395).bmp.png,OK
